whiskyId,name,description,whiskyImg,whiskyLink,distillery,countryRegion,type,age,abv,bottler
27578,Breckenridge Single Barrel Bourbon - Barrel Number 1,,https://www.whisky.com/fileadmin/web_data/tx_datamintsflaschendb/flaschen/xB23906A6-4802-4815-8FAB-2159EBF12047.png.pagespeed.ic.jetYxoX2eC.png,https://www.whisky.com/whisky-database/details/breckenridge-single-barrel-bourbon-barrel-number-1.html,unknown,,Bourbon,,46%,Original bottling
28204,Uncle Nearest   11 Years   - 2008   Store pick by Westport Whiskey & Wine,,https://www.whisky.com/fileadmin/_processed_/a/f/csm_2020-01-01_12-23-51_IMG_7678_e377de6dd9.jpg,https://www.whisky.com/whisky-database/details/uncle-nearest-store-pick-by-westport-whiskey-wine.html,Uncle Nearest,,Tennessee Whiskey,11 Years,57.10%,Original bottling
28334,Teeling       Small Batch mit 2 Gläsern,,https://www.whisky.com/fileadmin/_processed_/0/6/xcsm_1594620914_image_TEELI00G2_1_750aedb40a.jpg.pagespeed.ic.hgzdGYhKDE.jpg,https://www.whisky.com/whisky-database/details/teeling-small-batch-mit-2-glaesern-2019-46-07l.html,Teeling,Ireland,Blended Whiskey,,46%,Original bottling
28435,"Westport   22 Years   - 1996   99,9% Northern Highland Malt, 0,1% Speyside Malt",,https://www.whisky.com/fileadmin/_processed_/9/e/csm_IMG_3168_bc966023fa.jpg,https://www.whisky.com/whisky-database/details/westport-999-northern-highland-malt-01-speyside-malt.html,Blend-Scotch,Scotland,Blended Malt Whisky,22 Years\n				\n					2453,53.10%,Jack Wiebers
28645,Teeling       Pinot Noir,,https://www.whisky.com/fileadmin/_processed_/c/5/csm_1598627716_image_TEELI0PN0_1_fb76c98934.jpg,https://www.whisky.com/whisky-database/details/teeling-pinot-noir-46-07l.html,Teeling,Ireland,Blended Whiskey,,46%,Original bottling
28912,Nikka       Coffey Grain mit Glas,,https://www.whisky.com/fileadmin/_processed_/f/d/csm_1600960514_image_NIKKACOGG_1_bcb0e2d088.jpg,https://www.whisky.com/whisky-database/details/nikka-coffey-grain-mit-glas-45-07l.html,Miyagikyo (Nikka),Japan,Grain Whisky,,45%,Original bottling
29123,Lagavulin   16 Years,,https://www.whisky.com/fileadmin/_processed_/f/2/csm_1602832514_image_MINILAG16_1_ceb24238a4.jpg,https://www.whisky.com/whisky-database/details/miniatur-lagavulin-16y-43-004l.html,Lagavulin,"Scotland,Islay",Single Malt Whisky,16 Years,43%,Whisky.de GmbH & Co. KG
29158,Suntory Whisky       Toki mit Highball Glas,,https://www.whisky.com/fileadmin/_processed_/d/6/csm_1603095314_image_SUNTO0TOG_1_398279289c.jpg,https://www.whisky.com/whisky-database/details/suntory-toki-mit-highball-glas-43-07l.html,Blend,,Blended Whisky,,43%,Original bottling
29228,Bulleit   12 Years     Rye,"The 12 year old Bulleit Rye has a high rye proportion of 95%, to which 6% barley malt was added. With the long maturing in oak casks, the characteristic spicy rye notes got smoother and were complemented with oak aromas. The 12 year old Bulleit Rye has a high rye proportion of 95%, to which 6% barley malt was added. With the long maturing in oak casks, the characteristic spicy rye notes got smoother and were complemented with oak aromas.",https://www.whisky.com/fileadmin/_processed_/8/2/csm_1603473316_image_BULLE12RY_1_1622b64d52.jpg,https://www.whisky.com/whisky-database/details/bulleit-rye-12y-46-07l.html,Four Roses,"USA,Kentucky",Rye,12 Years,46%,Original bottling
29339,Bulleit   10 Years     Bourbon in Holzkiste,,https://www.whisky.com/fileadmin/_processed_/8/b/csm_1604596519_image_BULLE1002_1_847d6f9724.jpg,https://www.whisky.com/whisky-database/details/bulleit-bourbon-in-holzkiste-10y-456-07l.html,Four Roses,"USA,Kentucky",Kentucky Straight Bourbon,10 Years,45.60%,Original bottling
29547,Michter‘s       Barrel Strength Rye,,https://www.whisky.com/fileadmin/_processed_/0/a/csm_1605885318_image_MICHT00SR_1_57db493c90.jpg,https://www.whisky.com/whisky-database/details/michters-barrel-strength-rye-541-07l.html,Michter's,"USA,Kentucky",Kentucky Straight Rye,,54.70%,Original bottling
29679,Bulleit       Barrel Strength,,https://www.whisky.com/fileadmin/_processed_/a/e/csm_1606756519_image_BULLE00BS_1_2d92772d8c.jpg,https://www.whisky.com/whisky-database/details/bulleit-barrel-strength.html,Four Roses,"USA,Kentucky",Kentucky Straight Bourbon,,62.70%,Original bottling
29719,Teeling       Pinot Noir,,https://www.whisky.com/fileadmin/_processed_/8/0/csm_1606997717_image_MINITEEPN_1_77ae13af55.jpg,https://www.whisky.com/whisky-database/details/miniatur-teeling-pinot-noir.html,Teeling,Ireland,Blended Whiskey,,46%,Other bottler
29907,Glenfarclas   17 Years   - 2003   The Family Casks,,https://www.whisky.com/fileadmin/_processed_/b/9/csm_Glenfarclas_FC_S20_2003_0ac29c8808.jpg,https://www.whisky.com/whisky-database/details/glenfarclas-the-family-casks-5.html,Glenfarclas,"Scotland,Speyside",Single Malt Whisky,17 Years\n				\n					102,58.30%,Original bottling
30396,Teeling       Blackpitts,"Teeling Blackpitts is named after the district of Dublin where the city's malt houses were once located. In contrast to other Teeling Whiskeys, the Single Malt is made from malt dried over peat smoke. The typical Irish triple distillation reduces its medicinal notes and emphasizes its smoky character. The smoky Teeling is matured in Bourbon and Sauternes Wine casks.Teeling Blackpitts is named after the district of Dublin where the city's malt houses were once located. In contrast to other Teeling Whiskeys, the Single Malt is made from malt dried over peat smoke. The typical Irish triple distillation reduces its medicinal notes and emphasizes its smoky character. The smoky Teeling is matured in Bourbon and Sauternes Wine casks.",https://www.whisky.com/fileadmin/_processed_/8/9/xcsm_1611353719_image_TEELI0BL0_1_e58cb4dff4.jpg.pagespeed.ic.gIhlu96yof.jpg,https://www.whisky.com/whisky-database/details/teeling-blackpitts.html,Teeling,Ireland,Single Malt Whiskey,,46%,Original bottling
30768,Dewar's   12 Years,,https://www.whisky.com/fileadmin/_processed_/f/3/csm_1615054519_image_DEWAR1270_1_d738643d93.jpg,https://www.whisky.com/whisky-database/details/dewars-6.html,,,Blended Whisky,12 Years,40%,Original bottling
30885,Lagavulin     - 2003   Distillers Edition,,https://www.whisky.com/fileadmin/_processed_/7/f/csm_1616404518_image_LAGAV0019GP_1_de843702a6.jpg,https://www.whisky.com/whisky-database/details/lagavulin-distillers-edition-28.html,Lagavulin,"Scotland,Islay",Single Malt Whisky,,43%,Original bottling
31379,High West       Campfire,"The American High West distillery is located in the 'High West' of the USA the Wasatch-Uinta Mountains in Utah. The idea for this smoky Whisky Campfire master distiller came to Brendan Coyle during his visit at the Islay distillery Bruichladdich, where he discovered how well smoke and sweetness can go together. Afterwards, he created this smoky Blend with Scotch, Bourbon and Rye Whiskey, which matured in fresh white oak casks and ex-Bourbon casks.The American High West distillery is located in the 'High West' of the USA the Wasatch-Uinta Mountains in Utah. The idea for this smoky Whisky Campfire master distiller came to Brendan Coyle during his visit at the Islay distillery Bruichladdich, where he discovered how well smoke and sweetness can go together. Afterwards, he created this smoky Blend with Scotch, Bourbon and Rye Whiskey, which matured in fresh white oak casks and ex-Bourbon casks.",https://www.whisky.com/fileadmin/_processed_/2/b/csm_1620321318_image_HIGHWCAMP_1_905c5fe887.jpg,https://www.whisky.com/whisky-database/details/high-west-campfire-1.html,High West,USA,Whiskey,,46%,Original bottling
31380,High West       Prairie Bourbon,"The American High West distillery is located in the 'High West' of the USA, the Wasatch-Uinta Mountains, in Utah. The Prairie Bourbon is named after one of the biggest natural reserves in the USA, the American Prairie Reserve. Endangered pronghorn antelopes are living in this reserve, which are the fastest inhabitant of the USA. With the Prairie Bourbon, the High West distillery supports the American Prairie Reserve organisation, which stands up for the preservation of the antelopes.The American High West distillery is located in the 'High West' of the USA, the Wasatch-Uinta Mountains, in Utah. The Prairie Bourbon is named after one of the biggest natural reserves in the USA, the American Prairie Reserve. Endangered pronghorn antelopes are living in this reserve, which are the fastest inhabitant of the USA. With the Prairie Bourbon, the High West distillery supports the American Prairie Reserve organisation, which stands up for the preservation of the antelopes.",https://www.whisky.com/fileadmin/_processed_/6/d/csm_1620321319_image_HIGHWPRBO_1_a139db9628.jpg,https://www.whisky.com/whisky-database/details/high-west-prairie-bourbon.html,High West,USA,Bourbon,,46%,Original bottling
31386,High West       Double Rye,"The American High West distillery is located in the 'High West' of the USA, the Wasatch-Uinta Mountains in Utah. Two Straight Rye Whiskey recipes were married together for this Double Rye: A Rye from the own distillery with 80% rye and 20% malted rye, as well as Rye from the MGP distillery with 95% rye and 5% malted barley.The American High West distillery is located in the 'High West' of the USA, the Wasatch-Uinta Mountains in Utah. Two Straight Rye Whiskey recipes were married together for this Double Rye: A Rye from the own distillery with 80% rye and 20% malted rye, as well as Rye from the MGP distillery with 95% rye and 5% malted barley.",https://www.whisky.com/fileadmin/_processed_/b/0/csm_1620324919_image_HIGHWDORY_1_de1fafc7be.jpg,https://www.whisky.com/whisky-database/details/high-west-double-rye-2.html,High West,USA,Rye,,46%,Original bottling
31537,Nikka       Coffey Gin,,https://www.whisky.com/fileadmin/_processed_/9/6/csm_0_6a641e_image_XGNIKKACO_1_8c11e1587e.jpg,https://www.whisky.com/whisky-database/details/nikka-coffey-gin.html,Miyagikyo (Nikka),Japan,Gin,,47%,Original bottling
31544,Suntory       Roku Japanese Craft Gin with Carry Bag,"The Craft Gin Roku is named after the number six, which stands for the included Japanese botanicals. Two of them - typical Japanese - are teas (Sencha and Gyokuro). The other four are aromatic Sansho pepper, sakura blossom and leaves and the peel of the citrus-like Yuzu fruit.The Craft Gin Roku is named after the number six, which stands for the included Japanese botanicals. Two of them - typical Japanese - are teas (Sencha and Gyokuro). The other four are aromatic Sansho pepper, sakura blossom and leaves and the peel of the citrus-like Yuzu fruit.",https://www.whisky.com/fileadmin/_processed_/7/f/xcsm_0_56acb0_image_XGSUNTORB_1_239f12200b.jpg.pagespeed.ic.BJgKI4QEt7.jpg,https://www.whisky.com/whisky-database/details/suntory-roku-japanese-craft-gin-mit-carry-bag.html,Yamazaki,Japan,Gin,,43%,Original bottling
31545,Suntory       Roku Japanese Craft Gin,"The Japanese craft Gin Roku is named after the number of botanicals it contains: Roku is Japanese for the number six. Two of the botanicals are - typically Japanese - teas (sencha and gyokuro), plus spicy sancho pepper, sakura flowers and leaves and the peel of the citrus-like fruit yuzu. The Japanese craft Gin Roku is named after the number of botanicals it contains: Roku is Japanese for the number six. Two of the botanicals are - typically Japanese - teas (sencha and gyokuro), plus spicy sancho pepper, sakura flowers and leaves and the peel of the citrus-like fruit yuzu.",https://www.whisky.com/fileadmin/_processed_/b/3/csm_0_95a153_image_XGSUNTORO_1_93418376b3.jpg,https://www.whisky.com/whisky-database/details/suntory-roku-japanese-craft-gin.html,Yamazaki,Japan,Gin,,43%,Original bottling
31622,Koval       Single Barrel Rye,The Koval Single Barrels were exclusively bottled for the German market. This Rye only contained ecologically cultivated rye. The bottlings carry the quality feature of 'Bottled in Bond' and are therefore bottled with a strong 50%. Koval is Yiddish and means 'black sheep'.The Koval Single Barrels were exclusively bottled for the German market. This Rye only contained ecologically cultivated rye. The bottlings carry the quality feature of 'Bottled in Bond' and are therefore bottled with a strong 50%. Koval is Yiddish and means 'black sheep'.,https://www.whisky.com/fileadmin/_processed_/6/7/csm_1622542518_image_KOVALRYLE_1_5804b1682c.jpg,https://www.whisky.com/whisky-database/details/koval-single-barrel-rye.html,Koval,"USA,Illinois",Rye,,50%,Original bottling
31624,Koval       Single Barrel Bourbon,The Koval Single Barrels were exclusively bottled for the German market. This Bourbon contains a mash bill of 51% corn and 49% millet from ecologically cultivation. The bottlings carry the quality feature of 'Bottled in Bond' and are therefore bottled with a strong 50%. Koval is Yiddish and means 'black sheep'.The Koval Single Barrels were exclusively bottled for the German market. This Bourbon contains a mash bill of 51% corn and 49% millet from ecologically cultivation. The bottlings carry the quality feature of 'Bottled in Bond' and are therefore bottled with a strong 50%. Koval is Yiddish and means 'black sheep'.,https://www.whisky.com/fileadmin/_processed_/1/5/csm_1622542519_image_KOVALBOLE_1_eb7c7b92b4.jpg,https://www.whisky.com/whisky-database/details/koval-single-barrel-bourbon.html,Koval,"USA,Illinois",Bourbon,,50%,Original bottling
32082,Lagavulin     - 2005   Distillers Edition,,https://www.whisky.com/fileadmin/_processed_/a/b/csm_1626891321_image_MINILAGDE_1_95a349571a.jpg,https://www.whisky.com/whisky-database/details/miniatur-lagavulin-distillers-edition.html,Lagavulin,"Scotland,Islay",Single Malt Whisky,,43%,Whisky.de GmbH & Co. KG
32203,Langatun   10 Years   - 2010   Second Release,,https://www.whisky.com/fileadmin/_processed_/d/4/csm_IMG_3650_b709ab24a7.jpg,https://www.whisky.com/whisky-database/details/langatun-second-release.html,Langatun,Switzerland,Single Malt Whisky,10 Years\n				\n					132 Pinot Noir,49.10%,Original bottling
32533,Dewars   18 Years,,https://www.whisky.com/fileadmin/_processed_/c/a/csm_1631859319_image_DEWAR1800_1_6712cd8439.jpg,https://www.whisky.com/whisky-database/details/dewars-7.html,,,Blended Whisky,18 Years,40%,Original bottling
32816,Teeling       Riesling Cask - Grand Cru Edition,,https://www.whisky.com/fileadmin/_processed_/3/3/csm_1634656522_image_TEELI0RI0_B_1_c81797351a.jpg,https://www.whisky.com/whisky-database/details/teeling-riesling-cask-grand-cru-edition-b-ware.html,Teeling,Ireland,Blended Whiskey,,46%,Original bottling
32828,Suntory       Hibiki Harmony - Limited Design Edition,,https://www.whisky.com/fileadmin/_processed_/0/c/xcsm_1634807719_image_SUNTOHILE_1_cbf055c156.jpg.pagespeed.ic.iNrdJS773O.jpg,https://www.whisky.com/whisky-database/details/suntory-hibiki-harmony-limited-design-edition.html,Blend,,Blended Whisky,,43%,Original bottling
32857,Teeling       Single Malt inkl. gratis Untersetzer mit irischen Whiskey-Marken,,https://www.whisky.com/fileadmin/_processed_/6/7/xcsm_1635257719_image_TEELI0SM0_21_1_6aa818d069.jpg.pagespeed.ic.i4kuW6RvPV.jpg,https://www.whisky.com/whisky-database/details/teeling-single-malt-inkl-gratis-untersetzer-mit-irischen-whiskey-marken.html,Teeling,Ireland,Single Malt Whiskey,,46%,Original bottling
32919,Bushmills   16 Years     Three Woods - new Design,"The name of the Bushmills Three Woods comes from the mix of Bourbon, Sherry and Port Wine cask used for this Whiskey. The 16 years old is very rare.The name of the Bushmills Three Woods comes from the mix of Bourbon, Sherry and Port Wine cask used for this Whiskey. The 16 years old is very rare.",https://www.whisky.com/fileadmin/_processed_/4/a/csm_1636020919_image_BUSHM1600_D2_1_ca149d2ef9.jpg,https://www.whisky.com/whisky-database/details/bushmills-three-woods-neues-design.html,Bushmills,Ireland,Single Malt Whiskey,16 Years,40%,Original bottling
32921,Lagavulin     - 2006   Distillers Edition,"This bottling of Lagavulin is part of the Distillers Edition of the Classic Malts of Scotland. The Single Malt finished for at least three months in Pedro Ximenez Sherry casks. The strong, dry and maritime character of the Lagavulin is complemented by the rich, sweet aromas of the Pedro Ximenez cask.This bottling of Lagavulin is part of the Distillers Edition of the Classic Malts of Scotland. The Single Malt finished for at least three months in Pedro Ximenez Sherry casks. The strong, dry and maritime character of the Lagavulin is complemented by the rich, sweet aromas of the Pedro Ximenez cask.",https://www.whisky.com/fileadmin/_processed_/b/b/csm_1636035320_image_LAGAV0021_1_cec93fccad.jpg,https://www.whisky.com/whisky-database/details/lagavulin-distillers-edition-29.html,Lagavulin,"Scotland,Islay",Single Malt Whisky,,43%,Original bottling
32924,Bulleit   10 Years     Bourbon with Lunchbox,"The Bulleit Bourbon was only available in the USA in its first years. In the meantime, it is distributed in more countries. To get an even more intense taste, Tom Bulleit created this 10 year old bottling. The bottle comes in a metal lunchbox.The Bulleit Bourbon was only available in the USA in its first years. In the meantime, it is distributed in more countries. To get an even more intense taste, Tom Bulleit created this 10 year old bottling. The bottle comes in a metal lunchbox.",https://www.whisky.com/fileadmin/_processed_/2/c/csm_1636100119_image_BULLE1003_1_b55af9d5cc.jpg,https://www.whisky.com/whisky-database/details/bulleit-bourbon-mit-lunchbox.html,Four Roses,"USA,Kentucky",Kentucky Straight Bourbon,10 Years,45.60%,Original bottling
33060,Glenfarclas     - 2002   The Family Casks (Release S20),,https://www.whisky.com/typo3temp/assets/_processed_/b/0/xcsm_noImageDummy-wide_5fd0bea557.png.pagespeed.ic.FfbeCZH6wV.png,https://www.whisky.com/whisky-database/details/glenfarclas-the-family-casks-release-s20.html,Glenfarclas,"Scotland,Speyside",Single Malt Whisky,900285,57.80%,Original bottling
33110,Bulleit       Barrel Strength / Batch 03 / Frontier Whiskey,,https://www.whisky.com/typo3temp/assets/_processed_/b/0/xcsm_noImageDummy-wide_5fd0bea557.png.pagespeed.ic.FfbeCZH6wV.png,https://www.whisky.com/whisky-database/details/bulleit-barrel-strength-batch-03-frontier-whiskey.html,Four Roses,"USA,Kentucky",Bourbon,,61.70%,Original bottling
33114,High West       American Prairie Barrel Select,,https://www.whisky.com/typo3temp/assets/_processed_/b/0/xcsm_noImageDummy-wide_5fd0bea557.png.pagespeed.ic.FfbeCZH6wV.png,https://www.whisky.com/whisky-database/details/high-west-american-prairie-barrel-select.html,High West,USA,Bourbon,,49.10%,Original bottling
33245,3 Years     Breckenridge Batch No. 2 - PX Cask Finish,,https://www.whisky.com/typo3temp/assets/_processed_/b/0/xcsm_noImageDummy-wide_5fd0bea557.png.pagespeed.ic.FfbeCZH6wV.png,https://www.whisky.com/whisky-database/details/breckenridge-batch-no-2-px-cask-finish.html,unknown,,Bourbon,3 Years\n				\n					Batch No. 2,45%,Original bottling
33409,Lagavulin   8 Years     mit 2 Gläsern,,https://www.whisky.com/fileadmin/_processed_/1/3/csm_1638526521_image_LAGAV08G2_1_003ac0f09a.jpg,https://www.whisky.com/whisky-database/details/lagavulin-mit-2-glaesern-1.html,Lagavulin,"Scotland,Islay",Single Malt Whisky,8 Years,48%,Original bottling
33711,19 Years   - 2001   Family Silver,,https://www.whisky.com/fileadmin/_processed_/5/7/xcsm_Family-Silver-2001_4ccb960d65.jpg.pagespeed.ic.8jpjputtwX.jpg,https://www.whisky.com/whisky-database/details/family-silver-4.html,Blend,,Blended Malt Whisky,19 Years\n				\n					4630,44%,Vintage Malt Whisky Company
33924,"Connemara   12 Years     The Connemara Family Peated, 12 years peated, Cask strengh peated",,https://www.whisky.com/typo3temp/assets/_processed_/b/0/xcsm_noImageDummy-wide_5fd0bea557.png.pagespeed.ic.FfbeCZH6wV.png,https://www.whisky.com/whisky-database/details/connemara-the-connemara-family-peated-12-years-peated-cask-strengh-peated.html,Cooley,Ireland,Blended Whiskey,12 Years,40%,Original bottling
33999,Dewar's       8 Jahre Caribbean Smooth,,https://www.whisky.com/fileadmin/_processed_/7/e/xcsm_rammstein-10-jahre-whisky-07l_02_d149e167ee.jpg.pagespeed.ic.FoDeBG22of.jpg,https://www.whisky.com/whisky-database/details/dewars-8-jahre-caribbean-smooth.html,Blend-Scotch,Scotland,Blended Whisky,,40%,Original bottling
34091,Koval       Single Barrel Rye,,https://www.whisky.com/fileadmin/_processed_/d/2/csm_1645546521_image_KOVALRYMS_1_f83290ede1.jpg,https://www.whisky.com/whisky-database/details/koval-single-barrel-rye-1.html,Koval,"USA,Illinois",Rye,,50%,Original bottling
34167,Uncle Nearest 1856       Premium Whiskey,,https://www.whisky.com/fileadmin/_processed_/4/4/csm_1646327721_image_UNCLENEAR_1_1c31af19d1.jpg,https://www.whisky.com/whisky-database/details/uncle-nearest-1856-premium-whiskey.html,unknown,,Whiskey,,50%,Original bottling
34293,"Koval       ""Chicagos Finest"" Small Batch Bourbon Whiskey",,https://www.whisky.com/typo3temp/assets/_processed_/b/0/xcsm_noImageDummy-wide_5fd0bea557.png.pagespeed.ic.FfbeCZH6wV.png,https://www.whisky.com/whisky-database/details/koval-chicagos-finest-small-batch-bourbon-whiskey.html,Koval,"USA,Illinois",Bourbon,,41%,Other bottler
35018,Suntory   12 Years     Yamazaki,,https://www.whisky.com/fileadmin/_processed_/d/4/csm_1656792923_image_MINISUY12_1_8741d82c2c.jpg,https://www.whisky.com/whisky-database/details/miniatur-suntory-yamazaki.html,Yamazaki,Japan,Single Malt Whisky,12 Years,43%,Whisky.de GmbH & Co. KG
35607,Suntory       Roku Japanese Craft Gin,,https://www.whisky.com/fileadmin/_processed_/7/b/csm_1663600525_image_MINIXGSUNRO_1_2318d65cab.jpg,https://www.whisky.com/whisky-database/details/miniatur-suntory-roku-japanese-craft-gin.html,Yamazaki,Japan,Gin,,43%,Whisky.de GmbH & Co. KG
36331,Bulleit       95 Rye,,https://www.whisky.com/fileadmin/_processed_/f/8/csm_1668618923_image_MINIBULRYE_1_65327835e7.jpg,https://www.whisky.com/whisky-database/details/miniatur-bulleit-95-rye.html,Four Roses,"USA,Kentucky",Straight Rye,,45%,Whisky.de GmbH & Co. KG
36335,Bulleit   12 Years     Rye,,https://www.whisky.com/fileadmin/_processed_/c/a/csm_1668618925_image_MINIBUL12R_1_20e3896589.jpg,https://www.whisky.com/whisky-database/details/miniatur-bulleit-rye.html,Four Roses,"USA,Kentucky",Rye,12 Years,46%,Whisky.de GmbH & Co. KG
36338,Bulleit   10 Years     Bourbon,,https://www.whisky.com/fileadmin/_processed_/3/a/csm_1668622521_image_MINIBULLE10_1_af01ae2160.jpg,https://www.whisky.com/whisky-database/details/miniatur-bulleit-bourbon.html,Four Roses,"USA,Kentucky",Kentucky Straight Bourbon,10 Years,45.60%,Whisky.de GmbH & Co. KG
36350,Breckenridge       105 High Proof Bourbon,,https://www.whisky.com/fileadmin/_processed_/a/a/csm_1668701722_image_BRECK0HP0_1_5842b87059.jpg,https://www.whisky.com/whisky-database/details/breckenridge-105-high-proof-bourbon.html,,,Bourbon,,52.50%,Original bottling
36545,Lagavulin       Distillers Edition,,https://www.whisky.com/fileadmin/_processed_/7/7/csm_1670008521_image_LAGAV0022_1_b4d9ae7e82.jpg,https://www.whisky.com/whisky-database/details/lagavulin-distillers-edition-31.html,Lagavulin,"Scotland,Islay",Single Malt Whisky,,43%,Original bottling
36847,Benriach   8 Years   - 2013   Koval Bourbon Cask Finish,,https://www.whisky.com/fileadmin/_processed_/7/0/csm_1672928127_image_BRIAC13MD_1_a6113be292.jpg,https://www.whisky.com/whisky-database/details/benriach-koval-bourbon-cask-finish.html,Benriach,"Scotland,Speyside",Single Malt Whisky,8 Years,46%,Murray McDavid
36875,North British   14 Years   - 2007   Koval Oat Cask Finish,,https://www.whisky.com/fileadmin/_processed_/2/c/csm_1673255727_image_NORBR07M2_1_53a29fc9ef.jpg,https://www.whisky.com/whisky-database/details/north-british-koval-oat-cask-finish.html,North British,"Scotland,Lowlands",Single Grain Whisky,14 Years,46%,Murray McDavid
36888,Suntory       Suntory Whisky Toki,,https://www.whisky.com/fileadmin/_processed_/0/4/csm_1673273728_image_MINISUNTOK_1_9a025f9791.jpg,https://www.whisky.com/whisky-database/details/miniatur-suntory-whisky-toki.html,Blend-Japan,Japan,Blended Whisky,,43%,Whisky.de GmbH & Co. KG
37194,Michter‘s       Bomberger's Declaration,,https://www.whisky.com/fileadmin/_processed_/2/2/csm_1676391328_image_MICHT0BOM_1_9d19bfebe1.jpg,https://www.whisky.com/whisky-database/details/michters-bombergers-declaration.html,Michter's,"USA,Kentucky",Kentucky Straight Bourbon,,54%,Original bottling
37195,Michter‘s       Shenk's Homestead Sour Mash,,https://www.whisky.com/fileadmin/_processed_/0/9/csm_1676391328_image_MICHT0SHE_1_b3e6547487.jpg,https://www.whisky.com/whisky-database/details/michters-shenks-homestead-sour-mash.html,Michter's,"USA,Kentucky",Whiskey,,45.60%,Original bottling
37204,Michter‘s       Toasted Barrel Finish,,https://www.whisky.com/fileadmin/_processed_/9/5/csm_1676470528_image_MICHT0TB1_1_ea6f3ea099.jpg,https://www.whisky.com/whisky-database/details/michters-toasted-barrel-finish-1.html,Michter's,"USA,Kentucky",Kentucky Straight Bourbon,,43%,Original bottling
37374,Aberfeldy   12 Years,,https://www.whisky.com/fileadmin/_processed_/4/7/csm_1677766555_image_MINIABERF12_1_7c880cdb59.jpg,https://www.whisky.com/whisky-database/details/miniatur-aberfeldy-1.html,Aberfeldy,"Scotland,Highlands",Single Malt Whisky,12 Years,40%,Whisky.de GmbH & Co. KG
37432,Michter‘s       Bomberger's Declaration,,https://www.whisky.com/fileadmin/_processed_/a/1/csm_1678184157_image_MINIMICHB_1_e5f32c8a7e.jpg,https://www.whisky.com/whisky-database/details/miniatur-michters-bombergers-declaration.html,Michter's,"USA,Kentucky",Kentucky Straight Bourbon,,54%,Whisky.de GmbH & Co. KG
38000,Teeling       Single Malt,,https://www.whisky.com/fileadmin/_processed_/e/4/csm_1682673357_image_MINITEELSM_1_2ae90efb79.jpg,https://www.whisky.com/whisky-database/details/miniatur-teeling-single-malt.html,Teeling,Ireland,Single Malt Whiskey,,46%,Whisky.de GmbH & Co. KG
38004,Teeling       Small Batch,,https://www.whisky.com/fileadmin/_processed_/b/b/csm_1682673359_image_MINITEESBR_1_eba0d8e2a6.jpg,https://www.whisky.com/whisky-database/details/miniatur-teeling-small-batch.html,Teeling,Ireland,Blended Whiskey,,46%,Whisky.de GmbH & Co. KG
38230,Bushmills   16 Years     Three Woods,,https://www.whisky.com/fileadmin/_processed_/8/7/csm_1684761360_image_MINIBUSH16_1_85186c3dff.jpg,https://www.whisky.com/whisky-database/details/miniatur-bushmills-three-woods.html,Bushmills,Ireland,Single Malt Whiskey,16 Years,40%,Whisky.de GmbH & Co. KG
38598,Breckenridge       PX Sherry Cask Finish Bourbon,,https://www.whisky.com/fileadmin/_processed_/d/0/csm_1688922961_image_BRECK0PX0_1_c8a17aa85a.jpg,https://www.whisky.com/whisky-database/details/breckenridge-px-sherry-cask-finish-bourbon.html,,,Bourbon,,45%,Original bottling
38599,Breckenridge       Rum Cask Finish Bourbon,,https://www.whisky.com/fileadmin/_processed_/d/1/csm_1688922962_image_BRECK0RU0_1_8c628092e0.jpg,https://www.whisky.com/whisky-database/details/breckenridge-rum-cask-finish-bourbon.html,,,Bourbon,,45%,Original bottling
38601,Breckenridge       Port Cask Finish Bourbon,,https://www.whisky.com/fileadmin/_processed_/7/7/csm_1688922963_image_BRECK0PO0_1_ead5b9abe5.jpg,https://www.whisky.com/whisky-database/details/breckenridge-port-cask-finish-bourbon.html,,,Bourbon,,45%,Original bottling
39099,Suntory       Toki 100th Anniversary Giftpack,,https://www.whisky.com/fileadmin/_processed_/1/9/csm_1695672963_image_SUNTO0TOA_1_376f566310.jpg,https://www.whisky.com/whisky-database/details/suntory-whisky-toki-100th-anniversary-giftpack.html,Blend-Japan,Japan,Blended Whisky,,43%,Original bottling
39703,Teeling       Blackpitts,,https://www.whisky.com/fileadmin/_processed_/5/7/csm_Whisky-Mini-Platzhalter_NEU_98871868df.jpg,https://www.whisky.com/whisky-database/details/teeling-teeling-blackpitts.html,Teeling,Ireland,Single Malt Whiskey,,46%,Whisky.de GmbH & Co. KG
39928,Glenfiddich   21 Years     Reserva Rum Cask Finish - Chinese New Year,,https://www.whisky.com/fileadmin/_processed_/5/6/xcsm_1705338963_image_GFIDD21C2_1_22632feed4.jpg.pagespeed.ic.IzV9Tzs_bU.jpg,https://www.whisky.com/whisky-database/details/glenfiddich-reserva-rum-cask-finish-chinese-new-year.html,Glenfiddich,"Scotland,Speyside",Single Malt Whisky,21 Years,40%,Original bottling
39993,Michter's       Barrel Strength Rye,,https://www.whisky.com/fileadmin/_processed_/b/4/xcsm_338145-big_ed19df3dfb.jpg.pagespeed.ic.bneetQ1_Di.jpg,https://www.whisky.com/whisky-database/details/michters-barrel-strength-rye-1.html,Michter's,"USA,Kentucky",Kentucky Straight Rye,,55.30%,Original bottling
